2026-08-19 09:47:11,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260819001080012204350069469111	,	,,
2026-08-19 02:00:34,投资理财,上银慧盈利货币A,/,余额宝-2026.08.18-收益发放,不计收支,0.14,余额宝,交易成功,20260819395199495351	,	,,
2026-08-18 09:47:41,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260818001080012204350066072405	,	,,
2026-08-18 02:06:20,投资理财,上银慧盈利货币A,/,余额宝-2026.08.17-收益发放,不计收支,0.14,余额宝,交易成功,20260818385954958351	,	,,
2026-08-17 09:59:20,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260817001080012204350063004025	,	,,
2026-08-17 02:14:27,投资理财,上银慧盈利货币A,/,余额宝-2026.08.16-收益发放,不计收支,0.14,余额宝,交易成功,20260817376239369351	,	,,
2026-08-16 04:00:15,酒店旅游,阿斯兰航空服务（上海）有限公司,asl***@service.aliyun.com,机票联订更优惠-未完成联订任务扣回已享优惠， 开启联订任务的订单号为：3308058951429000565,支出,40.00,花呗,交易成功,2026081623001101351453498074	,T200P3316370378117000565	,,
2026-08-16 02:16:37,投资理财,上银慧盈利货币A,/,余额宝-2026.08.15-收益发放,不计收支,0.14,余额宝,交易成功,20260816367958428351	,	,,
2026-08-15 02:08:36,投资理财,上银慧盈利货币A,/,余额宝-2026.08.14-收益发放,不计收支,0.14,余额宝,交易成功,20260815362279908351	,	,,
2026-08-14 09:45:40,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260814001080012204350056281561	,	,,
2026-08-14 02:16:37,投资理财,上银慧盈利货币A,/,余额宝-2026.08.13-收益发放,不计收支,0.14,余额宝,交易成功,20260814358159415351	,	,,
2026-08-13 09:52:07,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260813001080012204350053449177	,	,,
2026-08-13 02:04:16,投资理财,上银慧盈利货币A,/,余额宝-2026.08.12-收益发放,不计收支,0.14,余额宝,交易成功,20260813353312171351	,	,,
2026-08-12 09:47:47,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260812001080012204350050508640	,	,,
2026-08-12 02:24:48,投资理财,上银慧盈利货币A,/,余额宝-2026.08.11-收益发放,不计收支,0.14,余额宝,交易成功,20260812347600214351	,	,,
2026-08-11 09:45:36,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260811001080012204350047525415	,	,,
2026-08-11 02:07:18,投资理财,上银慧盈利货币A,/,余额宝-2026.08.10-收益发放,不计收支,0.14,余额宝,交易成功,20260811341577337351	,	,,
2026-08-10 09:58:59,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260810001080012204350044492556	,	,,
2026-08-10 02:17:33,投资理财,上银慧盈利货币A,/,余额宝-2026.08.09-收益发放,不计收支,0.14,余额宝,交易成功,20260810333323043351	,	,,
2026-08-09 02:07:48,投资理财,上银慧盈利货币A,/,余额宝-2026.08.08-收益发放,不计收支,0.14,余额宝,交易成功,20260809327167796351	,	,,
2026-08-08 13:37:09,信用借还,花呗,/,花呗自动还款-2026年08月账单,不计收支,25.95,余额宝,还款成功,2026080829020999350108294698	,	,,
2026-08-08 02:00:22,投资理财,上银慧盈利货币A,/,余额宝-2026.08.07-收益发放,不计收支,0.14,余额宝,交易成功,20260808323154505351	,	,,
2026-08-07 09:45:39,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260807001080012204350037360211	,	,,
2026-08-07 02:01:18,投资理财,上银慧盈利货币A,/,余额宝-2026.08.06-收益发放,不计收支,0.14,余额宝,交易成功,20260807318199771351	,	,,
2026-08-06 09:52:00,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260806001080012204350034463589	,	,,
2026-08-06 02:10:44,投资理财,上银慧盈利货币A,/,余额宝-2026.08.05-收益发放,不计收支,0.14,余额宝,交易成功,20260806313110103351	,	,,
2026-08-05 16:21:07,酒店旅游,去哪儿网,zfb***@qunar.com,中转阿联酋航空开罗杭州,支出,2684.92,花呗&花呗信用购立减,交易成功,2026080523001401351454160481	,20260805ALPP000664274901	,,
2026-08-05 09:47:58,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260805001080012204350031355441	,	,,
2026-08-05 02:02:35,投资理财,上银慧盈利货币A,/,余额宝-2026.08.04-收益发放,不计收支,0.14,余额宝,交易成功,20260805304848821351	,	,,
2026-08-04 09:47:59,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260804001080012204350028303231	,	,,
2026-08-04 02:12:11,投资理财,上银慧盈利货币A,/,余额宝-2026.08.03-收益发放,不计收支,0.14,余额宝,交易成功,20260804301624152351	,	,,
2026-08-03 10:03:00,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260803001080012204350025392918	,	,,
2026-08-03 02:17:48,投资理财,上银慧盈利货币A,/,余额宝-2026.08.02-收益发放,不计收支,0.14,余额宝,交易成功,20260803395901392351	,	,,
2026-08-02 02:09:14,投资理财,上银慧盈利货币A,/,余额宝-2026.08.01-收益发放,不计收支,0.14,余额宝,交易成功,20260802386787226351	,	,,
2026-08-01 23:06:45,交通出行,策游租车,/,解押通知,不计收支,0.00,,解冻成功,20260801200102323505	,278109208873_3334448873	,,
2026-08-01 02:05:38,投资理财,上银慧盈利货币A,/,余额宝-2026.07.31-收益发放,不计收支,0.14,余额宝,交易成功,20260801381396543351	,	,,
2026-07-31 09:46:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260731001080012204350018450628	,	,,
2026-07-31 02:01:12,投资理财,上银慧盈利货币A,/,余额宝-2026.07.30-收益发放,不计收支,0.14,余额宝,交易成功,20260731376060399351	,	,,
2026-07-30 09:52:50,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260730001080012204350015528821	,	,,
2026-07-30 02:00:51,投资理财,上银慧盈利货币A,/,余额宝-2026.07.29-收益发放,不计收支,0.14,余额宝,交易成功,20260730369688710351	,	,,
2026-07-29 14:16:41,酒店旅游,China Mobile International Limited,wyx***@jegotrip.com.cn,一带一路多国1天流量包（促销）,支出,11.90,花呗,交易成功,2026072922001301351411998607	,20260729141618689109839446	,,
2026-07-29 09:48:57,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260729001080012204350012588757	,	,,
2026-07-29 02:01:41,投资理财,上银慧盈利货币A,/,余额宝-2026.07.28-收益发放,不计收支,0.14,余额宝,交易成功,20260729367316918351	,	,,
2026-07-28 09:49:55,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260728001080012204350009555098	,	,,
2026-07-28 02:06:44,投资理财,上银慧盈利货币A,/,余额宝-2026.07.27-收益发放,不计收支,0.14,余额宝,交易成功,20260728358736583351	,	,,
2026-07-27 10:01:28,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260727001080012204350006546920	,	,,
2026-07-27 02:25:26,投资理财,上银慧盈利货币A,/,余额宝-2026.07.26-收益发放,不计收支,0.14,余额宝,交易成功,20260727354692660351	,	,,
2026-07-26 02:02:03,投资理财,上银慧盈利货币A,/,余额宝-2026.07.25-收益发放,不计收支,0.15,余额宝,交易成功,20260726346941485351	,	,,
2026-07-26 02:01:50,酒店旅游,Agoda Company Pte. Ltd.,b15***@service.aliyun.com,HZD公寓旅馆 (HZD APARTMENTS HOSTEL),支出,194.64,余额宝,交易成功,2026072622001401351448774498	,2026072519074101000010009173441	,,
2026-07-25 02:15:23,投资理财,上银慧盈利货币A,/,余额宝-2026.07.24-收益发放,不计收支,0.15,余额宝,交易成功,20260725340089492351	,	,,
2026-07-24 09:47:54,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260724001080012204350000104362	,	,,
2026-07-24 02:20:14,投资理财,上银慧盈利货币A,/,余额宝-2026.07.23-收益发放,不计收支,0.15,余额宝,交易成功,20260724337103682351	,	,,
2026-07-23 09:54:40,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260723001080012204350097251162	,	,,
2026-07-23 02:10:44,投资理财,上银慧盈利货币A,/,余额宝-2026.07.22-收益发放,不计收支,0.15,余额宝,交易成功,20260723331536365351	,	,,
2026-07-22 09:50:38,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260722001080012204350094184081	,	,,
2026-07-22 02:29:44,投资理财,上银慧盈利货币A,/,余额宝-2026.07.21-收益发放,不计收支,0.15,余额宝,交易成功,20260722324538210351	,	,,
2026-07-21 09:51:47,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260721001080012204350091210923	,	,,
2026-07-21 02:01:51,投资理财,上银慧盈利货币A,/,余额宝-2026.07.20-收益发放,不计收支,0.15,余额宝,交易成功,20260721318987507351	,	,,
2026-07-20 10:01:32,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260720001080012204350087846243	,	,,
2026-07-20 02:06:18,投资理财,上银慧盈利货币A,/,余额宝-2026.07.19-收益发放,不计收支,0.15,余额宝,交易成功,20260720313690907351	,	,,
2026-07-19 02:08:40,投资理财,上银慧盈利货币A,/,余额宝-2026.07.18-收益发放,不计收支,0.15,余额宝,交易成功,20260719308501387351	,	,,
2026-07-18 02:04:26,投资理财,上银慧盈利货币A,/,余额宝-2026.07.17-收益发放,不计收支,0.15,余额宝,交易成功,20260718300171222351	,	,,
2026-07-17 17:20:28,其他,HI Food Court,zc2***@service.aliyun.com,Order53990515HI Food Court,支出,47.31,余额宝,交易成功,2026071722001401351403020456	,2026071719074101000890002937781	,,
2026-07-17 09:48:17,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260717001080012204350081058780	,	,,
2026-07-17 02:04:11,投资理财,上银慧盈利货币A,/,余额宝-2026.07.16-收益发放,不计收支,0.15,余额宝,交易成功,20260717397176680351	,	,,
2026-07-16 09:55:52,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260716001080012204350077840762	,	,,
2026-07-16 02:19:14,投资理财,上银慧盈利货币A,/,余额宝-2026.07.15-收益发放,不计收支,0.15,余额宝,交易成功,20260716391763101351	,	,,
2026-07-15 09:51:40,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260715001080012204350074738940	,	,,
2026-07-15 02:02:48,投资理财,上银慧盈利货币A,/,余额宝-2026.07.14-收益发放,不计收支,0.15,余额宝,交易成功,20260715382994872351	,	,,
2026-07-14 09:51:39,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260714001080012204350071635250	,	,,
2026-07-14 02:04:14,投资理财,上银慧盈利货币A,/,余额宝-2026.07.13-收益发放,不计收支,0.15,余额宝,交易成功,20260714376604468351	,	,,
2026-07-13 10:04:41,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260713001080012204350068489762	,	,,
2026-07-13 02:13:13,投资理财,上银慧盈利货币A,/,余额宝-2026.07.12-收益发放,不计收支,0.15,余额宝,交易成功,20260713371758637351	,	,,
2026-07-12 02:33:40,投资理财,上银慧盈利货币A,/,余额宝-2026.07.11-收益发放,不计收支,0.15,余额宝,交易成功,20260712367301897351	,	,,
2026-07-11 02:03:49,投资理财,上银慧盈利货币A,/,余额宝-2026.07.10-收益发放,不计收支,0.15,余额宝,交易成功,20260711361946966351	,	,,
2026-07-10 09:51:08,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260710001080012204350061795843	,	,,
2026-07-10 02:04:15,投资理财,上银慧盈利货币A,/,余额宝-2026.07.09-收益发放,不计收支,0.15,余额宝,交易成功,20260710356228763351	,	,,
2026-07-09 09:57:58,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260709001080012204350058545357	,	,,
2026-07-09 02:01:42,投资理财,上银慧盈利货币A,/,余额宝-2026.07.08-收益发放,不计收支,0.15,余额宝,交易成功,20260709351866860351	,	,,
2026-07-08 13:38:23,信用借还,花呗,/,花呗自动还款-2026年07月账单,不计收支,68.88,余额宝,还款成功,2026070829020999350130679179	,	,,
2026-07-08 09:54:26,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260708001080012204350055246076	,	,,
2026-07-08 01:27:17,投资理财,上银慧盈利货币A,/,余额宝-2026.07.07-收益发放,不计收支,0.15,余额宝,交易成功,20260708344815327351	,	,,
2026-07-07 14:08:39,交通出行,阿斯兰航服国际,set***@aslan.cn,国际机票订单付款{9841428059873|2_2_2026000609832787787},支出,524.00,余额宝,交易成功,2026070723001101351459364791	,T1410P3311569345896000565	,,
2026-07-07 11:49:57,其他,Banana,zc2***@service.aliyun.com,pay to Banana,支出,412.07,余额宝,交易成功,2026070722001401351401049861	,2026070719074101000020095862670	,,
2026-07-07 09:54:47,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260707001080012204350052047151	,	,,
2026-07-07 02:00:18,投资理财,上银慧盈利货币A,/,余额宝-2026.07.06-收益发放,不计收支,0.18,余额宝,交易成功,20260707336600370351	,	,,
2026-07-06 23:51:12,退款,漫***天,mai***@163.com,退款-阿拉木图机场T2航站楼Extime Lounge休息室服务,不计收支,39.00,花呗,退款成功,2026070623001101351404199168_3311095910970000565	,T200P3311095910970000565	,,
2026-07-06 23:47:28,日用百货,漫***天,mai***@163.com,阿拉木图机场T2航站楼Extime Lounge休息室服务,支出,39.00,花呗,交易关闭,2026070623001101351404199168	,T200P3311095910970000565	,,
2026-07-06 17:58:37,其他,Mangystau tourism,zc2***@service.aliyun.com,Purchasing Goods,支出,316.05,余额宝,交易成功,2026070622001401351401040887	,2026070619074101000150095368792	,,
2026-07-06 10:11:54,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260706001080012204350048540500	,	,,
2026-07-06 02:18:14,投资理财,上银慧盈利货币A,/,余额宝-2026.07.05-收益发放,不计收支,0.18,余额宝,交易成功,20260706330780152351	,	,,
2026-07-05 02:29:28,投资理财,上银慧盈利货币A,/,余额宝-2026.07.04-收益发放,不计收支,0.19,余额宝,交易成功,20260705325350165351	,	,,
2026-07-04 23:01:18,其他,GOOD Inn,zc2***@service.aliyun.com,Purchasing Goods,支出,102.59,余额宝,交易成功,2026070422001401351445912107	,2026070419074101000400094128547	,,
2026-07-04 02:01:45,投资理财,上银慧盈利货币A,/,余额宝-2026.07.03-收益发放,不计收支,0.19,余额宝,交易成功,20260704320932601351	,	,,
2026-07-03 22:37:31,其他,GOOD Inn,zc2***@service.aliyun.com,Purchasing Goods,支出,90.28,余额宝,交易成功,2026070322001401351439366275	,2026070319074101000290093390945	,,
2026-07-03 02:06:24,投资理财,上银慧盈利货币A,/,余额宝-2026.07.02-收益发放,不计收支,0.21,余额宝,交易成功,20260703316770440351	,	,,
2026-07-03 01:03:29,日用百货,薛***8,193***@qq.com,大疆50款全套LUT预设｜胶片电影感调色,支出,0.90,花呗,交易成功,2026070323001101351436690183	,T200P3311274936957055756	,,
2026-07-02 23:06:46,交通出行,策游租车,/,解押通知,不计收支,0.00,,解冻成功,20260702895862453505	,278109198873_3334448873	,,
2026-07-02 21:52:29,交通出行,高德打车,aut***@autonavi.com,高德打车订单,支出,12.05,花呗,交易成功,2026070223001401351432212503	,0003N202607020000000016379324527	,,
2026-07-02 12:10:32,酒店旅游,上海赫程国际旅行社有限公司,hcg***@trip.com,小蓝房子青年旅舍,支出,55.00,余额宝,交易成功,2026070223001401351432630352	,20260702ALPP000150024804	,,
2026-07-02 10:04:20,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260702001080012204350038057155	,	,,
2026-07-02 02:15:20,投资理财,上银慧盈利货币A,/,余额宝-2026.07.01-收益发放,不计收支,0.19,余额宝,交易成功,20260702310728202351	,	,,
2026-07-01 22:23:58,信用借还,,/,预授权冻结,不计收支,0.00,,芝麻免押下单成功,20260701885086913505	,3310517967987000565_3334448873	,,
2026-07-01 22:23:42,酒店旅游,新疆**店,107***@qq.com,伊犁租车服务,支出,100.00,余额宝,交易成功,2026070123001101351431567074	,T6001P3310517967987000565	,,
2026-07-01 16:08:42,交通出行,铁路12306,chi***@alipay.com,火车票,支出,128.00,余额宝,交易成功,2026070122001401351428493780	,M20260701267973029	,,
2026-07-01 16:08:23,交通出行,铁路12306,chi***@alipay.com,退款-火车票,不计收支,128.00,余额宝,退款成功,2026070122001401351428808514_M2026070173131892	,M20260701266424352	,,
2026-07-01 15:32:46,交通出行,乌鲁木齐红山一卡通有限责任公司,554***@qq.com,公交-000927-20260701153215,支出,1.00,花呗,交易成功,2026070122001401351430057111	,202607012072221858475257858	,,
2026-07-01 13:31:51,退款,包新华,189******89,退款-支付中心2.0支付-中山路泊途青旅/XJBTQL,不计收支,100.00,花呗,退款成功,2026063023001401351417092906_XJBTQL-F-2606300030-6g0tf0bPk4-0-1	,XJBTQL-F-2606300030-6g0tf0bPk4-0	,,
2026-07-01 12:07:56,日用百货,x***4,645***@qq.com,BlackmagicCam Lut调色滤镜包+导入教程,支出,0.10,花呗,交易成功,2026070123001101351426089693	,T200P3310409031036000565	,,
2026-07-01 11:49:19,交通出行,铁路12306,chi***@alipay.com,火车票,支出,128.00,余额宝,交易关闭,2026070122001401351428808514	,M20260701266424352	,,
2026-07-01 11:44:35,酒店旅游,浙江**店,bth***@service.aliyun.com,小蓝房子青年旅舍男生七人间（床位）（公卫）,支出,64.81,余额宝,交易成功,2026070123001101351426264658	,T710P3310407303166000565	,,
2026-07-01 02:16:30,投资理财,上银慧盈利货币A,/,余额宝-2026.06.30-收益发放,不计收支,0.20,余额宝,交易成功,20260701300874967351	,	,,
2026-06-30 14:51:01,酒店旅游,包新华,189******89,支付中心2.0支付-中山路泊途青旅/XJBTQL,支出,100.00,花呗,交易关闭,2026063023001401351417092906	,XJBTQL-F-2606300030-6g0tf0bPk4-0	,,
2026-06-30 14:31:33,交通出行,乌鲁木齐地铁,zhi***@urumqimtr.com,体育中心-南门,支出,5.00,花呗,交易成功,2026063022001401351424268049	,2026063084597337	,,
2026-06-30 11:39:33,投资理财,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,/,蚂蚁财富-建信新兴市场优选混合(QDII)C-买入,不计收支,30.00,中国工商银行储蓄卡(9114),交易成功,20260630001080012204350031776012	,	,,
2026-06-30 02:17:42,投资理财,上银慧盈利货币A,/,余额宝-2026.06.29-收益发放,不计收支,0.20,余额宝,交易成功,20260630398984891351	,	,,
